date,meantemp,humidity,wind_speed,meanpressure
2015-09-27,21.9,39.4,1.9,1004.9
2015-09-28,21.4,39.6,1.6,1009.4
2015-09-29,22.1,36.6,2.3,1013.5
2015-09-30,21.3,45.3,2.6,1010.9
2015-10-01,16.3,77.5,3.6,993
2015-10-02,16.5,53.5,3.7,1003.5
2015-10-03,19.2,49.4,3.8,1008.2
2015-10-04,16.6,38.9,1.8,1015.9
2015-10-05,18,49.4,1.9,1013.3
2015-10-06,18.7,57.5,1.9,1010.8
2015-10-07,19.6,67.5,1.4,1007.4
2015-10-08,20.1,61.1,2.3,1001.8
2015-10-09,16.2,43.8,3.7,1000.7
2015-10-10,12.8,70.9,2.2,999.7
2015-10-11,10.8,72.6,2.4,1002.1
2015-10-12,12.3,56.5,2.7,1007.1
2015-10-13,15,66.4,2.5,1009.7
2015-10-14,17.1,64.6,1.6,1010.3
2015-10-15,17.9,62.1,1.8,1009.5
2015-10-16,17.5,71,1.8,1009.5
2015-10-17,18.7,64.8,1.7,1010.4
2015-10-18,17.9,65.1,1.3,1010
2015-10-19,18.1,67.4,2,1007.2
2015-10-20,18.8,69.5,1.6,1007
2015-10-21,17.9,72.5,1.6,1009
2015-10-22,17.5,64.8,2.2,1010.3
2015-10-23,17.5,69.1,2.4,1008.7
2015-10-24,16.9,64.4,2.5,1008.3
2015-10-25,16.3,51,2.1,1013.4
2015-10-26,15,66.8,2.4,1008.6
2015-10-27,12.1,69.3,3.2,1001.4
2015-10-28,9.9,49,2.5,1009.3
2015-10-29,8.4,50.4,2.4,1012.2
2015-10-30,5.4,41.8,2.6,1017.1
2015-10-31,5.7,42.5,2.1,1019.2
2015-11-01,7,48.4,1.6,1015.3
2015-11-02,10.8,60.5,1.6,1012.6
2015-11-03,11.8,67.6,1.4,1018.4
2015-11-04,12.2,62,1.6,1018.1
2015-11-05,13.2,63.9,1.7,1015.2
2015-11-06,13.5,63.9,4.7,1015.4
2015-11-07,10.5,91.5,6,1011.7
2015-11-08,11.1,90.6,5.2,1006
2015-11-09,10.8,87.6,2.1,1007.6
2015-11-10,10,80,1.8,1013.3
2015-11-11,11.6,72.4,1.6,1017.7
2015-11-12,14.5,63.5,2.8,1019.1
2015-11-13,11.5,83.8,4,1011
2015-11-14,12.8,97.3,1.4,1004.1
2015-11-15,13.4,84.5,1.8,1009.6
2015-11-16,12.2,85.1,2.8,1006.7
2015-11-17,13.9,69.6,1.8,1007.9
2015-11-18,10.4,70.6,5.1,1010.4
2015-11-19,8.9,72.8,2.6,1012.3
2015-11-20,9.8,72.6,1.5,1013.6
2015-11-21,9.2,55.9,1.8,1016.8
2015-11-22,10.2,66.5,2.4,1017.3
2015-11-23,8.5,80.9,3.3,1014.9
2015-11-24,5.6,69.5,3.1,1015
2015-11-25,2.4,86.8,2.7,1008.4
2015-11-26,-2.7,63.8,3.7,1005.7
2015-11-27,-2.8,59.1,2.6,1014.6
2015-11-28,0.1,70.8,2.1,1019.1
2015-11-29,2.5,87.9,3.3,1015.7
2015-11-30,4.1,69.1,2,1013.7
2015-12-01,4,57.8,1.9,1014.4
2015-12-02,6,71.4,3.2,1004.8
2015-12-03,-0.7,79.3,4.1,1002.9
2015-12-04,-0.4,63.9,2.8,1011.2
2015-12-05,3.4,51.4,3.1,1014.4
2015-12-06,1.3,46.4,1.2,1018
2015-12-07,1.9,51.1,1.8,1019.7
2015-12-08,2.9,55.9,1.3,1021.9
2015-12-09,5,57.4,2.3,1019.1
2015-12-10,7.8,74.8,2.3,1008.4
2015-12-11,6.4,56.5,3.4,1008
2015-12-12,5.2,50.1,2.6,1014.3
2015-12-13,5.2,50.5,1.4,1013.1
2015-12-14,5,75.6,2.2,1010.2
2015-12-15,4.7,69.8,2.8,1008
2015-12-16,-1,50.9,3.9,1008.7
2015-12-17,-4.6,43.4,2.7,1017
2015-12-18,-3.3,61.9,2.2,1021.9
2015-12-19,-0.1,66.3,1.7,1024.3
2015-12-20,1.5,56.9,1.5,1018.7
2015-12-21,2.2,76,2.5,1016
2015-12-22,3.1,67.9,2.4,1017.7
2015-12-23,5.9,59.6,2.1,1011.6
2015-12-24,1.5,67.5,2.3,1010.3
2015-12-25,-0.8,46.3,2,1010.5
2015-12-26,0.9,73.3,2.4,1009.8
2015-12-27,-5.7,39,2.9,1019.6
2015-12-28,-5.7,38.4,2.3,1022.4
2015-12-29,-3.2,47.6,1.4,1022.4
2015-12-30,0.3,67.6,2.5,1018.1
2015-12-31,0.7,81.3,1.5,1020.1
2016-01-01,1.2,73,1.6,1019.9
2016-01-02,5.7,76.9,2,1012
2016-01-03,6.5,80.6,1.8,1008.9
2016-01-04,2,54.4,3.1,1013.1
2016-01-05,-2.7,39.4,2.3,1016.9
2016-01-06,-1.7,54.3,1.8,1014.7
2016-01-07,-3.4,51.8,2.5,1013.9
2016-01-08,-3.3,49.8,2,1012.6
2016-01-09,-2.1,57.1,2.1,1014.3
2016-01-10,0.3,42.3,2.6,1015.5
2016-01-11,-3.8,38.3,2.8,1016.1
2016-01-12,-5.2,46,2.5,1013.3
2016-01-13,-4.5,63,2,1009.5
2016-01-14,-3.4,52.1,1.7,1011
2016-01-15,-0.4,52.3,1.8,1010.9
2016-01-16,-0.2,68,2.9,1012.1
2016-01-17,1.7,64,2.4,1006.4
2016-01-18,-6.3,59.8,4.8,1003.9
2016-01-19,-12.8,45.9,5.4,1011.7
2016-01-20,-10.5,43.6,1.8,1019.7
2016-01-21,-7.1,44.3,1.8,1017.9
2016-01-22,-7.6,40.5,2.6,1021.1
2016-01-23,-11.5,42,4,1019.1
2016-01-24,-14.4,48.5,3.2,1014.9
2016-01-25,-9.4,47.1,1.9,1018
2016-01-26,-3.3,64.5,2.3,1016.3
2016-01-27,-1.1,56.3,2,1019
2016-01-28,-0.5,51.5,1.6,1018.2
2016-01-29,1.9,43.6,2.3,1014.6
2016-01-30,0.6,59.5,2,1015.4
2016-01-31,-3.9,34,3.2,1018.4
2016-02-01,-6,36,3,1018.5
2016-02-02,-5.3,41.8,2.2,1017.6
2016-02-03,-2.4,49.6,1.9,1016.9
2016-02-04,-0.7,50.1,2.4,1014.9
2016-02-05,-2.2,39.4,2.5,1013.1
2016-02-06,-3.1,38.6,2.9,1012.6
2016-02-07,-2.9,46.5,2,1012
2016-02-08,1.3,62.1,3.1,1004.8
2016-02-09,0.3,52.5,3,1011.3
2016-02-10,2.7,38.5,1.6,1015.2
2016-02-11,8.1,29.3,3.5,1013.7
2016-02-12,8.4,95.3,3.2,1006.9
2016-02-13,11,95,3.3,996.3
2016-02-14,-2.6,73.1,4.6,1003.1
2016-02-15,-5.8,48.4,4,1010.4
2016-02-16,-2.7,65.6,2.7,1007.7
2016-02-17,0,53.9,2.3,1013.5
2016-02-18,3.5,66.4,3.2,1010.8
2016-02-19,2.3,56.4,1.7,1016.2
2016-02-20,1.3,37.1,2.9,1013.2
2016-02-21,-0.6,36.4,2.9,1019.2
2016-02-22,1.1,36.6,1.9,1019.4
2016-02-23,0.7,56,3.2,1019
2016-02-24,-3,42,2.9,1022.4
2016-02-25,-0.2,49.9,2.7,1021.7
2016-02-26,2.2,41.3,2.2,1017.3
2016-02-27,3.3,57.6,2,1013.7
2016-02-28,0.7,65.5,2.1,1011.3
2016-02-29,-3.8,48.6,4,1014.4
2016-03-01,-2.7,47.3,2.5,1017.2
2016-03-02,3.1,67.9,2.9,1014.1
2016-03-03,8.1,65.1,1.9,1013.2
2016-03-04,13.2,55.3,2.7,1013.4
2016-03-05,11.3,91.3,2.6,1007.9
2016-03-06,7.9,51,2.8,1009
2016-03-07,8.1,36.9,2,1007.6
2016-03-08,2.7,40.4,3.1,1012.3
2016-03-09,0.3,37.5,3.5,1013.2
2016-03-10,-1.1,37.8,3.2,1015.6
2016-03-11,-0.5,43.8,2.6,1014.7
2016-03-12,2,55.6,2.5,1014.1
2016-03-13,3.7,68.1,1.6,1013.6
2016-03-14,4.7,57,2.6,1012
2016-03-15,5.2,43.4,2.2,1012.8
2016-03-16,7.5,45.1,2,1011.5
2016-03-17,9.3,40.9,1.4,1009.7
2016-03-18,13.4,50,2.4,1002
2016-03-19,11.4,58.3,2.5,1004.2
2016-03-20,10.6,54,2.2,1009.9
2016-03-21,9.9,54.1,2.2,1012.3
2016-03-22,8,58.1,2.5,1008.7
2016-03-23,8.2,49.6,2.9,1008.9
2016-03-24,7.2,36.5,2.4,1013.8
2016-03-25,7.1,43.9,2.2,1013
2016-03-26,6.5,54.5,2.2,1010.8
2016-03-27,7.2,55.6,2.6,1009.7
2016-03-28,9.8,47.8,2,1010.6
2016-03-29,11.3,57.8,3.2,1007.6
2016-03-30,11.5,49.9,2.2,1009.3
2016-03-31,13.5,27,2.1,1006.2
2016-04-01,15.3,26,2,1005
2016-04-02,15,40.8,2.3,1007.9
2016-04-03,10.7,75.1,1.7,1007.6
2016-04-04,12.3,42.6,2.2,1003.1
2016-04-05,11.4,45.1,2.5,1006.1
2016-04-06,14.4,44.3,1.9,1005.2
2016-04-07,14.1,69.5,3,998.7
2016-04-08,11.1,76.1,2.5,1005
2016-04-09,10.7,83.9,1.8,1003.8
2016-04-10,13.4,71.3,2.1,1002.8
2016-04-11,12.5,43.8,2.4,1008.4
2016-04-12,14.1,42.6,2.3,1004.5
2016-04-13,15.6,67.5,1.7,996.4
2016-04-14,12.4,75.9,2.6,1002.4
2016-04-15,15,46.4,2.6,1008.5
2016-04-16,14.9,58.9,2.9,996.6
2016-04-17,10.8,66.8,4.7,993.8
2016-04-18,11.2,65.4,3.1,1003.8
2016-04-19,12,55.1,2.2,1012.1
2016-04-20,14.3,54,2.1,1008.3
2016-04-21,13.5,87.6,2.8,996.2
2016-04-22,13.5,83.4,2.6,999
2016-04-23,13.5,52.1,2.1,1003.4
2016-04-24,15.5,39.6,1.9,1005
2016-04-25,17.2,34.8,1.7,1007.4
2016-04-26,21.1,34.8,2,1004.1
2016-04-27,17.2,32,3.6,999.3
2016-04-28,17.2,34.4,2,997.3
2016-04-29,16.2,47.6,2.5,1001.5
2016-04-30,15.9,45.3,2.8,1001.4
2016-05-01,18.8,40.5,2.2,1003.5
2016-05-02,21.1,64.5,2.2,1001.1
2016-05-03,12.9,86.1,4.9,984.5
2016-05-04,15.7,46.6,5.1,993.6
2016-05-05,18.9,50.8,1.7,1002.5
2016-05-06,16.3,89.3,2,996.8
2016-05-07,16.5,60.3,2.6,1004
2016-05-08,19.4,44.8,2.1,1005.8
2016-05-09,20.2,43,2,1000.6
2016-05-10,14.5,82.4,2.3,997
2016-05-11,16.4,60.9,2,999.4
2016-05-12,17.8,62.4,2.7,1002.9
2016-05-13,18.6,57,2.1,1009.4
2016-05-14,20.2,47.1,2.3,1010.9
2016-05-15,17.4,73.9,2.7,999.4
2016-05-16,15.9,57,3.2,999.7
2016-05-17,19.3,48.8,1.9,1005.7
2016-05-18,22.3,40.3,1.9,1008
2016-05-19,24.3,36.4,1.6,1007.2
2016-05-20,24,32,1.8,1007.2
2016-05-21,24.1,23.8,2,1007.9
2016-05-22,24.7,35,1.9,1006
2016-05-23,23.3,43,2.1,1002.2
2016-05-24,16.8,82.6,2.6,996.9
2016-05-25,19.7,67.9,2.7,999.8
2016-05-26,19.4,72,1.8,1000.5
2016-05-27,20.9,61.3,1.7,1001.3
2016-05-28,21.7,56.1,2.1,997.9
2016-05-29,21.5,56.1,2.3,994.8
2016-05-30,22.1,57.3,2.4,996.9
2016-05-31,21.6,63.6,2.5,997.4
2016-06-01,23.3,45.8,2.1,997.4
2016-06-02,23.2,38.3,2.4,1000
2016-06-03,22.2,48.1,2.2,1000.9
2016-06-04,21.2,51.8,1.6,999.1
2016-06-05,24.7,47.3,1.7,1000.5
2016-06-06,23.3,49.1,2.3,1002.4
2016-06-07,21.7,69.5,1.7,1000.3
2016-06-08,22.1,65.9,2.3,999.7
2016-06-09,24.1,59.5,2,1000.9
2016-06-10,24.6,60.9,2.2,1001.6
2016-06-11,23.5,74.3,1.7,1000.1
2016-06-12,23.5,79.4,2.1,995.6
2016-06-13,23.5,70.5,2.4,992.2
2016-06-14,23.8,62.5,2.1,992.9
2016-06-15,20.9,81.8,2.7,990.5
2016-06-16,20.9,73.5,2.8,990.3
2016-06-17,23.8,63.1,2.5,998
2016-06-18,24.5,58,1.8,1001.3
2016-06-19,24.1,64.5,1.9,998.1
2016-06-20,24.7,66,1.7,996.7
2016-06-21,26,60.1,1.7,996.8
2016-06-22,24.3,75.1,2,995.5
2016-06-23,24.7,71,2.1,995.9
2016-06-24,23.1,75.8,2,989.7
2016-06-25,22.8,63.1,2.8,993.1
2016-06-26,24.4,58.4,2.7,998.7
2016-06-27,24.4,55.5,1.6,999.8
2016-06-28,24.7,61.1,1.8,1000.5
2016-06-29,25.3,58,2.2,1000.3
2016-06-30,24.6,78.1,2.8,999.8
2016-07-01,24,86.5,2.3,994.5
2016-07-02,23.5,81.4,2.4,994.9
2016-07-03,23.5,70.4,1.6,999.5
2016-07-04,21.8,85.1,3,999.4
2016-07-05,23.1,93.6,2.8,999.6
2016-07-06,22.9,74,1.9,1003.9
2016-07-07,24,71.6,1.3,1004.4
2016-07-08,27.3,66.5,1.8,999.9
2016-07-09,27.7,64.8,2,996.4
2016-07-10,27.9,64.4,1.8,994.7
2016-07-11,28.4,67.4,1.7,994
2016-07-12,26.3,65.5,2.1,992.3
2016-07-13,26.3,69,2.1,991.4
2016-07-14,27.5,66.9,2.1,991.7
2016-07-15,26.2,60,2.6,994.2
2016-07-16,20.8,92.8,3.5,990.1
2016-07-17,21.7,82.9,2.6,996.9
2016-07-18,24.4,75.1,1.5,1000.4
2016-07-19,27.1,65.5,1.5,1001.1
2016-07-20,28.6,62.5,1.9,1002.7
2016-07-21,28.3,61.3,2.2,1001
2016-07-22,29.1,64,2.2,999.6
2016-07-23,28.7,70.4,1.9,998.9
2016-07-24,28,77.9,2,1000.5
2016-07-25,28.4,75.3,1.9,1000.6
2016-07-26,28.4,69,2.6,997.6
2016-07-27,27.6,76.4,3.2,994.6
2016-07-28,28,70.6,2.8,996.1
2016-07-29,26.3,82.3,1.6,999
2016-07-30,28.6,73.5,2.1,1001.1
2016-07-31,28.9,72.1,1.6,1001.5
2016-08-01,28.4,72,1.6,1000.4
2016-08-02,27.2,72.5,1.2,999.3
2016-08-03,29.1,65.4,1.6,999.1
2016-08-04,30.7,59.6,1.6,999.6
2016-08-05,31.2,60.1,1.8,999.6
2016-08-06,30.5,64.8,1.7,998.1
2016-08-07,30.6,56,1.9,997.3
2016-08-08,30.5,63.1,1.8,997.5
2016-08-09,29.3,68.3,1.9,998.4
2016-08-10,29.4,66.3,1.9,999.9
2016-08-11,30.5,64.1,2,999.9
2016-08-12,30.4,68.3,2,997.8
2016-08-13,30.2,67.9,2.4,996.2
2016-08-14,28.9,74,1.9,994.8
2016-08-15,29.1,65.5,1.9,992.1
2016-08-16,29.3,64.9,1.6,991.6
2016-08-17,29.9,60.4,1.9,993.6
2016-08-18,29.9,61.9,1.6,995.6
2016-08-19,28.9,69.5,1.4,996.6
2016-08-20,30.1,59,1.7,996.4
2016-08-21,30.7,57.5,2.1,996.3
2016-08-22,30.7,58,2.1,996.1
2016-08-23,28.3,68.8,2.1,996.4
2016-08-24,29.1,59.1,1.8,996.9
2016-08-25,27.1,70.4,1.9,995.4
2016-08-26,23,57,3.6,999.1
2016-08-27,23.4,43.3,3.1,999.5
2016-08-28,21,62.5,2.6,995.8
2016-08-29,22.2,54.5,2,992.1
2016-08-30,20.6,60.4,3.3,982.4
2016-08-31,17.7,85.3,3.8,981
2016-09-01,23.2,71.3,3.1,990.5
2016-09-02,24.2,68.5,2.7,996.8
2016-09-03,23.9,73.8,1.8,998.8
2016-09-04,25.6,71.3,1.5,1001
2016-09-05,26.4,66.1,1.7,999.7
2016-09-06,24.7,69,1.8,999
2016-09-07,24.3,69.8,1.8,996.3
2016-09-08,23,76.4,1.3,996.9
2016-09-09,23.9,71.1,1.8,999.8
2016-09-10,24.4,65.4,1.6,1002.2
2016-09-11,24.5,66.3,1.7,1004.6
2016-09-12,23.4,68.9,1.9,1006.4
2016-09-13,24.6,62.5,1.8,1007.8
2016-09-14,24.6,66.1,1.8,1007.4
2016-09-15,23.9,68.1,1.3,1006.4
2016-09-16,24.6,64.9,1.5,1004.6
2016-09-17,23.1,64.8,2.9,1001.5
2016-09-18,23.5,53.4,3.1,1001.7
2016-09-19,21.9,53.3,3.5,1003.1
2016-09-20,20.6,41.1,3.1,1007
2016-09-21,20.2,43.4,2,1011
2016-09-22,21.9,46.3,1.8,1008.2
2016-09-23,21.4,57.9,1.6,1007
2016-09-24,22.3,60.6,1.6,1006.2
2016-09-25,23,57.6,1.2,1006.7
2016-09-26,23.6,59.1,1.8,1006.1
2016-09-27,21,82.5,1.3,1006.3
2016-09-28,19.9,84.6,1.3,1005.2
2016-09-29,20.4,64.4,3,1006.2
2016-09-30,20.5,66.9,1.6,1005.3
2016-10-01,21.1,69,1.2,1007.7
2016-10-02,19,84.1,2.7,1003.7
2016-10-03,22.7,73.3,2.7,999.9
2016-10-04,22,58.9,2.4,1004.9
2016-10-05,21.1,61.9,3,1001
2016-10-06,18,59.3,2.6,1010.9
2016-10-07,19.7,67.8,2.6,1009.4
2016-10-08,16.8,66.4,2.9,1002.5
2016-10-09,11.3,46.3,2.9,1009.8
2016-10-10,14,43.3,1.6,1010.7
2016-10-11,15.4,62.4,1.8,1010.1
2016-10-12,15.5,57,2,1012
2016-10-13,15.2,44.1,1.4,1013
2016-10-14,16.7,61.8,1.3,1015
2016-10-15,19.1,60.6,1.3,1014.9
2016-10-16,17.2,74.1,1.5,1009.2
2016-10-17,17.5,76.1,1.4,1007.9
2016-10-18,17,70.9,1.4,1009.8
2016-10-19,18,67.6,1.5,1008
2016-10-20,18.6,61.3,1.8,1009
2016-10-21,17.9,58.6,3,1009.7
2016-10-22,18.3,59,1.8,1004.4
2016-10-23,13.3,66.3,4,1006.9
2016-10-24,15.1,54.8,2.4,1007.3
2016-10-25,14.1,84,2.2,1001.3
2016-10-26,13.3,81,1.4,1010
2016-10-27,14.6,65.4,1.9,1012.7
2016-10-28,14.6,61.8,2.5,1007.2
2016-10-29,7.8,40.3,3,1015.6
2016-10-30,7.9,31.9,1.5,1019
2016-10-31,5.7,59.9,2,1016.5
2016-11-01,1.5,43.6,2.7,1020.2
2016-11-02,4.1,53.1,1.4,1016.7
2016-11-03,9.1,62.8,1.6,1011.4
2016-11-04,12.3,67,2.7,1005.6
2016-11-05,15,77.4,2.2,1003.5
2016-11-06,14,59.4,3.4,1013.2
2016-11-07,12.8,71.3,2.8,1012.3
2016-11-08,4.1,58,3.5,1014.8
2016-11-09,2.1,41.1,1.9,1018.8
2016-11-10,6,55.5,2,1010.4
2016-11-11,9.1,63.3,2.2,1008.3
2016-11-12,11.4,62.1,2.3,1011.7
2016-11-13,14.4,74.8,1.7,1010.9
2016-11-14,13.2,78.5,1.7,1006.1
2016-11-15,5.2,44.3,2.8,1011.3
2016-11-16,5.2,44.3,1.4,1013.5
2016-11-17,9.1,56.4,1.2,1014
2016-11-18,10.3,58.4,1.9,1008.4
2016-11-19,13,71.1,2.2,1003.9
2016-11-20,9.8,48.6,2.5,1011.2
2016-11-21,9.5,40.5,2.2,1008.5
2016-11-22,2,43.3,3.9,1012.8
2016-11-23,-1.8,37.5,3,1016.7
2016-11-24,-2.5,37.8,2.1,1017
2016-11-25,1,43.9,1.5,1017.3
2016-11-26,0.9,69.6,2.3,1013.4
2016-11-27,3.3,81.3,1.5,1011.3
2016-11-28,1.4,57.9,2.5,1017.6
2016-11-29,1.7,40.8,1.6,1022.5
2016-11-30,6,59.8,2,1015.6
2016-12-01,4.1,47.6,3.6,1016.3
2016-12-02,1.6,48.4,1.8,1020.7
2016-12-03,4.5,58.8,1.4,1016.2
2016-12-04,5.5,60.1,1.2,1008.1
2016-12-05,5.9,69.1,3,1007.5
2016-12-06,-1.1,38.5,2.5,1015.7
2016-12-07,1.7,58.3,2.3,1010.9
2016-12-08,2.1,70,1.7,1007.5
2016-12-09,1.4,65.8,2.8,1009.8
2016-12-10,-1.6,47.6,1.9,1016.5
2016-12-11,-1.1,42.6,1.2,1017.8
2016-12-12,2.3,37.9,1.9,1013.6
2016-12-13,3.4,53.6,2,1008.9
2016-12-14,-1.4,68.1,2.7,1009.8
2016-12-15,-5,41.8,3,1013.4
2016-12-16,-4.7,40.3,2.2,1017.2
2016-12-17,2.7,60.1,1.8,1018
2016-12-18,4.9,68.8,1.9,1018.4
2016-12-19,7.2,66,2.5,1013.8
2016-12-20,7.6,71.3,1.2,1016.5
2016-12-21,7.9,75.5,3.5,1011.1
2016-12-22,5.5,90.3,3.5,998.8
2016-12-23,-2.5,71.1,3.6,1009.9
2016-12-24,-2.4,66,1.8,1019.9
2016-12-25,1,69.5,1.7,1019.3
2016-12-26,2.5,73.8,1.4,1010.9
2016-12-27,-2.3,54.6,3.5,1012.5
2016-12-28,-3.7,49,1.8,1019.1
2016-12-29,-4.2,53.1,2.8,1019.8
2016-12-30,-3.9,50.9,1.3,1021.9
2016-12-31,0.7,65.4,1.5,1019
2017-01-01,2.7,75.9,1.5,1017.1
2017-01-02,5,77.8,2.1,1011.8
2017-01-03,2,61.8,1.8,1013.4
2017-01-04,3.9,55,1.7,1013.2
2017-01-05,3.8,52.3,3.1,1016.6
2017-01-06,5.4,58.5,2.4,1015.9
2017-01-07,4.6,64.9,1.4,1010.9
2017-01-08,6.5,61.4,2.6,1003.9
2017-01-09,1.5,60.8,3.3,1006.7
2017-01-10,-3.7,45.1,3.2,1013.2
2017-01-11,-3.8,36.4,2.1,1014.3
2017-01-12,-2.2,43.1,3.1,1007.6
2017-01-13,-6,47.4,2.9,1006.9
2017-01-14,-8.4,33.3,3.8,1014.8
2017-01-15,-6.6,35.3,2.3,1017.2
2017-01-16,-3.8,37.6,1.4,1018.6
2017-01-17,-2,46.6,1.5,1020.6
2017-01-18,-0.5,68.9,1.3,1019.5
2017-01-19,-1.2,55.4,1.6,1012.8
2017-01-20,-4.4,70.3,3,1011.5
2017-01-21,-5.2,78.1,1.6,1015.4
2017-01-22,-8.3,51.3,3.8,1016.7
2017-01-23,-8.9,48.4,2.2,1020.4
2017-01-24,-7,49.6,2,1023.4
2017-01-25,-5.2,50.6,1.5,1023.4
2017-01-26,-1.3,64.4,2.2,1015.8
2017-01-27,-2.6,47.3,3.4,1016.5
2017-01-28,-1.6,38,1.7,1016
2017-01-29,0.8,71.1,1.8,1008.3
2017-01-30,-4.8,61.4,3.3,1014.4
2017-01-31,-5.4,44.8,1.7,1018.2
2017-02-01,-4,44.5,2.5,1018.2
2017-02-02,-2.7,52.9,2.7,1019.4
2017-02-03,1.5,65.4,1.5,1016
2017-02-04,0.9,69.4,1.6,1010.3
2017-02-05,1.2,75.3,2.1,1003
2017-02-06,-1.7,51,3,1011.5
2017-02-07,-2,45.4,1.5,1014.4
2017-02-08,-2.2,50.1,2,1008.4
2017-02-09,-5.3,47,3.8,1005.1
2017-02-10,-6.6,44.3,4.1,1007.5
2017-02-11,-4.8,45.4,2.8,1013.5
2017-02-12,-2.2,51.3,2.1,1017.8
2017-02-13,0.1,59.6,1.6,1019.5
2017-02-14,0.3,46,2.5,1021.8
2017-02-15,1.8,52.1,1.4,1018.9
2017-02-16,5.5,63.9,2,1009
2017-02-17,0.8,56.9,3.9,1010.8
2017-02-18,-2.6,49.4,2.8,1014.9
2017-02-19,2.3,68,1.9,1004.8
2017-02-20,-1.5,53.8,4.2,1007.1
2017-02-21,-0.6,37.1,1.6,1018.4
2017-02-22,1.7,70.8,2.7,1005.6
2017-02-23,-1.5,56.4,3.8,1008.4
2017-02-24,-0.8,51.3,2.2,1013.4
2017-02-25,2.6,63.6,2.3,1011.1
2017-02-26,3.6,52.8,2.1,1014
2017-02-27,3.7,37.4,1.8,1016.4
2017-02-28,5.6,41.5,2,1013.9
2017-03-01,5,65,1.8,1006
2017-03-02,1.8,59.5,3.1,1005.2
2017-03-03,3.3,54.4,2.1,1009.6
2017-03-04,5.7,60,1.6,1008.4
2017-03-05,5.2,71.6,2.1,1005.6
2017-03-06,0.1,41.3,4,1006
2017-03-07,-1.3,37.5,3.9,1006
2017-03-08,-0.1,50.6,3.1,1003.9
2017-03-09,3.2,47.3,3.1,1002.1
2017-03-10,4.8,37.4,2.2,1008.7
2017-03-11,7.3,37.4,1.8,1012.4
2017-03-12,8.2,58.4,2,1010.2
2017-03-13,6.9,49.8,2.5,1007.9
2017-03-14,5.8,37.5,3.2,1008.2
2017-03-15,6.3,34.9,2.1,1012.3
2017-03-16,6.2,41.8,1.9,1011.1
2017-03-17,7.7,43.1,2,1012.9
2017-03-18,9.5,34.1,2.3,1013.8
2017-03-19,10.9,36,1.6,1014.9
2017-03-20,10.2,40.4,1.8,1008.5
2017-03-21,7.4,48.1,3.1,1005.8
2017-03-22,7.6,32.8,2.5,1010.2
2017-03-23,9.1,34,2.2,1009.8
2017-03-24,8.7,41.4,2.1,1010.4
2017-03-25,8.1,41.1,2.1,1008.8
2017-03-26,7.3,53.1,2.2,1007.8
2017-03-27,6.1,67.4,2.5,1009.3
2017-03-28,7.1,59.8,1.9,1012.5
2017-03-29,8.8,54.9,2.3,1012
2017-03-30,10.6,50,1.9,1010.9
2017-03-31,8.6,70.6,2.4,1007.8
2017-04-01,9,60.5,2.1,1005.5
2017-04-02,9,53.1,2.1,1008.1
2017-04-03,11.4,45.6,2.1,1012.1
2017-04-04,14.1,35.3,2,1013.1
2017-04-05,12,66,2.4,1006.2
2017-04-06,10.4,90,2.4,1001.9
2017-04-07,14.5,68.1,2.1,1003.6
2017-04-08,13,74.5,2.5,1002.2
2017-04-09,14.8,59.6,2.8,1003.8
2017-04-10,16.5,25.8,2.8,1001.5
2017-04-11,15.3,36.8,3.2,995.9
2017-04-12,11.5,21.8,3.7,1004.5
2017-04-13,12.7,54,2.5,1005.9
2017-04-14,13,57.9,3.5,1001.6
2017-04-15,16.8,59.4,2.2,1003.5
2017-04-16,18.7,52.9,1.4,1004.1
2017-04-17,14.7,66.5,2.2,992.1
2017-04-18,11.7,76.5,2.5,988.8
2017-04-19,12.6,43.1,2.9,999.9
2017-04-20,12.9,45.4,2.3,1002.2
2017-04-21,13.1,56.5,2,1000.9
2017-04-22,14.8,48.4,2.1,1002.8
2017-04-23,14.9,40,2.4,1006.8
2017-04-24,15.1,39.4,2.7,1008.5
2017-04-25,16,56.8,2.7,1008.1
2017-04-26,15.1,36,3.3,1005.6
2017-04-27,13.6,41.8,3.3,1001.4
2017-04-28,14.4,57.3,3,995
2017-04-29,17.1,44.3,2.7,996.5
2017-04-30,19.3,57.9,2.6,997.3
2017-05-01,20.1,50.8,1.9,1005.9
2017-05-02,20.7,42,2.1,1011.1
2017-05-03,21.5,34.1,2,1010.5
2017-05-04,21,43.6,2,1006
2017-05-05,20.9,53.4,3.2,1003.4
2017-05-06,14.9,32,3.8,1005
2017-05-07,16.6,42.6,3.2,1003.5
2017-05-08,17.9,43.6,2.1,1003.6
2017-05-09,17.1,62.6,1.6,1000.5
2017-05-10,16.4,73,2.5,999.6
2017-05-11,19.3,65.3,1.8,1001.1
2017-05-12,19.1,71.6,2.1,998.7
2017-05-13,16.4,77.8,3.1,995.6
2017-05-14,15.7,58.3,3.7,999.2
2017-05-15,16,61.4,2.8,1001.5
2017-05-16,17.1,60.5,2,1000.6
2017-05-17,18.6,51.5,2.1,1001.1
2017-05-18,20.4,41.9,2.3,1005.5
2017-05-19,21.1,42.6,2.6,1006.7
2017-05-20,20.9,44,2.4,1005.7
2017-05-21,21.5,48.1,2.3,1004.9
2017-05-22,21.8,53.6,2,1003.8
2017-05-23,20,68,1.9,1000.6
2017-05-24,21.8,60.4,2,998
